"Operon_ID","Gene","Product"
1428,"sll0833","OppC in a binding protein-dependent transport system"
1431,"dnaB","replicative DNA helicase"
1431,"moxR","MoxR protein"
1439,"nylA","6-aminohexanoate-cyclic-dimer hydrolase"
1439,"sll0827","hypothetical protein"
1449,"sll0822","hypothetical protein"
1449,"slr0846","hypothetical protein"
1452,"coaD","phosphopantetheine adenylyltransferase"
1452,"slr0848","hypothetical protein"
1459,"nifS","NifS protein"
1459,"sll0086","hypothetical protein"
1459,"sll0085","hypothetical protein"
1460,"hisB","imidazoleglycerol-phosphate dehydratase"
1460,"gmhA","phosphoheptose isomerase"
1471,"thrS","threonyl-tRNA synthetase"
1471,"slr0086","hypothetical protein"
1473,"crtO","b-carotene ketolase"
1473,"slr0089","methyltransferase"
1474,"ppd","4-hydroxyphenylpyruvic acid dioxygenase"
1474,"slr0091","aldehyde dehydrogenase"
1475,"slr0092","hypothetical protein"
1475,"dnaJ","DnaJ protein"
1476,"slr0095","O-methyltransferase"
1476,"slr0096","low affinity sulfate transporter"
1487,"cobW","cobalamin synthesis protein CobW"
1487,"slr0503","hypothetical protein"
1489,"pcr","protochlorophyllide oxido-reductase"
1489,"sll0482","hypothetical protein"
1496,"slr0511","transposase"
1496,"sll0479","hypothetical protein"
1496,"sll0478","hypothetical protein"
1498,"slr0513","periplasmic iron-binding protein"
1498,"slr0514","hypothetical protein"
1499,"slr0516","hypothetical protein"
1499,"sll0474","sensory transduction histidine kinase Hik28"
1503,"abfB","alpha-L-arabinofuranosidase B"
1503,"slr0519","hypothetical protein"
1503,"purL","phosphoribosyl formylglycinamidine synthase"
1505,"slr0522","hypothetical protein"
1505,"sll0471","hypothetical protein"
1512,"sll0597","hypothetical protein"
1512,"sll0596","hypothetical protein"
1518,"ssr1038","hypothetical protein"
1518,"slr0617","hypothetical protein"
1520,"sll0590","hypothetical protein"
1520,"cobQ","cobyric acid synthase"
1520,"slr0619","hypothetical protein"
1522,"sll0588","hypothetical protein"
1522,"pykF","pyruvate kinase"
1533,"eda","2-dehydro-3-deoxyphosphogluconate aldolase"
1533,"slr0103","hypothetical protein"
1534,"slr0104","hypothetical protein"
1534,"sll0103","hypothetical protein"
1536,"sll0102","hypothetical protein"
1536,"slr0105","hypothetical protein"
1537,"slr0106","hypothetical protein"
1537,"sll0101","hypothetical protein"
1537,"ama","N-acyl-L-amino acid amidohydrolase"
1540,"sll0098","hypothetical protein"
1540,"slr0108","hypothetical protein"
1542,"sll0096","hypothetical protein"
1542,"sll0095","hypothetical protein"
1547,"slr0114","hypothetical protein"
1547,"rpaA","OmpR subfamily protein RpaA/Ycf27/Crr31/Rre31"
1549,"slr0116","hypothetical protein"
1549,"ssl0172","transposase"
1560,"fraH","heterocyst-to-vegetative cell connection protein"
1560,"slr0299","hypothetical protein"
1561,"slr0300","hypothetical protein"
1561,"ppsA","phosphoenolpyruvate synthase"
1564,"slr0303","hypothetical protein"
1564,"slr0304","hypothetical protein"
1568,"sll0284","hypothetical protein"
1568,"sll0283","hypothetical protein"
1570,"slr0309","P-methylase"
1570,"sll0282","hypothetical protein"
1573,"sll0280","hypothetical protein"
1573,"slr0311","sensory transduction histidine kinase Hik29"
1573,"slr0312","NarL subfamily protein Rre32"
1574,"ssr2153","hypothetical protein"
1574,"slr0313","hypothetical protein"
1577,"slr0316","hypothetical protein"
1577,"slr0317","hypothetical protein"
1583,"sll0800","hypothetical protein"
1583,"slr0787","hypothetical protein"
1584,"slr0788","pre-B cell enhancing factor"
1584,"slr0789","hypothetical protein"
1585,"umuC","UmuC protein"
1585,"sll0798","sensory transduction histidine kinase NrsS/RppB/Hik30"
1586,"sll0797","OmpR subfamily protein NrsR/RppA/Rre33"
1586,"slr0793","hypothetical protein"
1586,"slr0794","cation or drug efflux system protein"
1587,"slr0795","hypothetical protein"
1587,"nreB","nickel resistance protein"
1590,"slr0797","cation-transporting ATPase E1-E2 ATPase"
1590,"sll0793","hypothetical protein"
1592,"ziaA","zinc-transporting P-type ATPase"
1592,"sll0790","sensory transduction histidine kinase Hik31"
1592,"sll0789","OmpR subfamily protein Rre34/CopR"
1593,"sll0788","hypothetical protein"
1593,"slr0799","transposase"
1594,"slr0800","transposase"
1594,"ssl1464","hypothetical protein"
1594,"sll0787","hypothetical protein"
1594,"sll0786","hypothetical protein"
1600,"sll0782","protein kinase"
1600,"sll0781","hypothetical protein"
1600,"sll0780","hypothetical protein"
1602,"sll0778","ABC transporter"
1602,"sll0777","hypothetical protein"
1602,"pknA","eukaryotic protein kinase"
1605,"ssr1169","hypothetical protein"
1605,"slr0697","hypothetical protein"
1617,"smr0002","transposase"
1617,"slr0704","transposase"
1625,"slr0708","hypothetical protein"
1625,"sll0668","transposase"
1625,"sll0667","transposase"
1632,"slr0712","hypothetical protein"
1632,"sll0662","bacterial type ferredoxin family protein"
1637,"tgt","transfer RNA-guanine transglycosylase"
1637,"sll0659","hypothetical protein"
1637,"sll0658","hypothetical protein"
1637,"ssl1255","hypothetical protein"
1638,"mraY","phospho-N-acetylmuramoyl-pentapeptide-transferase"
1638,"slr0765","hypothetical protein"
1640,"pfkA","phosphofructokinase"
1640,"sll0744","hypothetical protein"
1640,"sll0743","hypothetical protein"
1642,"nifJ","pyruvate oxidoreductase"
1642,"sll0740","hypothetical protein"
1642,"sll0739","ABC transporter"
1642,"modA","molybdate-binding periplasmic protein"
1642,"sll0737","hypothetical protein"
1648,"slr0023","hypothetical protein"
1648,"sll0044","hypothetical protein"
1649,"lgt","prolipoprotein diacylglyceryl transferase"
1649,"sll0043","CheA like protein Hik18"
1649,"tar","methyl-accepting chemotaxis protein II"
1650,"pixJ1","phytochrome-like photoreceptor protein for positive phototaxis"
1650,"sll0040","hypothetical protein"
1657,"sll0037","hypothetical protein"
1657,"sll0036","hypothetical protein"
1676,"rbpA","RNA binding protein"
1676,"chlM","Mg-protoporphyrin IX methyl transferase"
1682,"slr0529","hypothetical protein"
1682,"slr0530","membrane bound sugar transport protein"
1694,"sll0507","magnesium/cobalt transport protein"
1694,"sll0506","hypothetical protein"
1694,"sll0505","hypothetical protein"
1695,"lysA","diaminopimelate decarboxylase"
1695,"sll0503","hypothetical protein"
1695,"argS","arginyl-tRNA-synthetase"
1701,"sll0499","hypothetical protein"
1701,"slr0544","ABC transporter"
1702,"sir","ferredoxin--sulfite reductase"
1702,"sll0498","hypothetical protein"
1704,"slr0545","aldo/keto reductase"
1704,"sll0496","hypothetical protein"
1706,"sll0494","hypothetical protein"
1706,"sll0493","hypothetical protein"
1711,"psbD2","photosystem II D2 protein"
1711,"slr0929","hypothetical protein"
1711,"slr0930","hypothetical protein"
1712,"ssr1558","hypothetical protein"
1712,"hisG","ATP phosphoribosyltransferase"
1714,"ssr1562","hypothetical protein"
1714,"sll0898","hypothetical protein"
1714,"ssl1707","hypothetical protein"
1715,"dnaJ","DnaJ protein"
1715,"ruvC","Holliday juction resolvase"
1718,"trpC","indole-3-glycerol phosphate synthase"
1718,"amt3","ammonium/methylammonium permease"
1719,"sll0536","hypothetical protein"
1719,"clpX","ATP-dependent protease ATPase subunit"
1722,"asd","aspartate beta-semialdehyde dehydrogenase"
1722,"dapA","dihydrodipicolinate synthase"
1731,"slr0556","hypothetical protein"
1731,"sll0525","hypothetical protein"
1740,"pyrD","dihydroorotate dehydrogenase"
1740,"slr1419","hypothetical protein"
1740,"slr1420","hypothetical protein"
1742,"slr1421","hypothetical protein"
1742,"sll1344","hypothetical protein"
1742,"ape2","aminopeptidase"
1756,"slr1429","hypothetical protein"
1756,"sll1333","hypothetical protein"
1764,"sll1367","hypothetical protein"
1764,"sbpA","sulfate binding protein SbpA"
1764,"ssr2439","hypothetical protein"
1764,"cysT","sulfate transport system permease"
1772,"sll1365","hypothetical protein"
1772,"slr1462","hypothetical protein"
1783,"rpoDI","RNA polymerase sigma factor"
1783,"slr0654","hypothetical protein"
1783,"slr0655","hypothetical protein"
1783,"slr0656","hypothetical protein"
1792,"speA","arginine decarboxylase"
1792,"sll0623","hypothetical protein"
1792,"nadA","quinolinate synthetase"
1794,"dsbD","thiol:disulfide interchange protein DsbD"
1794,"ssr1114","hypothetical protein"
1797,"slr0666","hypothetical protein"
1797,"slr0667","hypothetical protein"
1798,"slr0668","hypothetical protein"
1798,"gltB","ferredoxin-dependent glutamate synthase"
1802,"slr1557","hypothetical protein"
1802,"sll1496","mannose-1-phosphate guanyltransferase"
1807,"sll0932","hypothetical protein"
1807,"grxC","glutaredoxin"
1809,"rpoF","RNA polymerase sigma-37"
1809,"slr1565","hypothetical protein"
1813,"slr1568","hypothetical protein"
1813,"sll1489","hypothetical protein"
1813,"sll1488","hypothetical protein"
1814,"sll0931","hypothetical protein"
1814,"slr1570","hypothetical protein"
1819,"slr1575","hypothetical protein"
1819,"slr1576","hypothetical protein"
1822,"slr1579","hypothetical protein"
1822,"sll1486","hypothetical protein"
1826,"sll1483","transforming growth factor induced protein"
1826,"sll1482","ABC transporter DevC"
1828,"sll1481","ABC transporter DevB"
1828,"pgl","6-phosphogluconolactonase"
1829,"sll1477","hypothetical protein"
1829,"sll1476","hypothetical protein"
1831,"slr1583","hypothetical protein"
1831,"ccaS","chromatic acclimation sensor CcaS/ScaS/Hik32"
1837,"leuC","3-isopropylmalate dehydratase"
1837,"slr1588","regulatory component of sensory transduction system Ssp2/Rre39"
1839,"ggtA","ATP-binding subunit of an ABC-type osmolyte transporter"
1839,"sll0736","hypothetical protein"
1839,"sll0735","hypothetical protein"
1849,"sll0925","hypothetical protein"
1849,"ssl1378","hypothetical protein"
1849,"sll0729","modification methylase"
1851,"ssr1256","hypothetical protein"
1851,"slr0755","hypothetical protein"
1863,"sll0720","apxIC gene product hemolysin activation protein"
1863,"sll1552","hypothetical protein"
1865,"hlyB","hemolysin secretion ATP-binding protein"
1865,"slr1652","hypothetical protein"
1872,"murG","UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase"
1872,"pleD","hypothetical protein"
1881,"dapF","diaminopimelate epimerase"
1881,"degT","pleiotropic regulatory protein DegT"
1884,"sll1543","hypothetical protein"
1884,"slr1667","hypothetical protein"
1890,"slr0449","transcriptional regulator DNR"
1890,"sll0449","hypothetical protein"
1890,"sll0448","hypothetical protein"
1890,"sll0447","hypothetical protein"
1893,"slr0976","hypothetical protein"
1893,"sll0445","hypothetical protein"
1904,"slr0454","cation or drug efflux system protein"
1904,"slr0455","hypothetical protein"
1915,"htpG","heat shock protein"
1915,"agp","glucose-1-phosphate adenylyltransferase"
1923,"psbA1","photosystem II D1 protein"
1923,"slr1182","hypothetical protein"
1924,"rfbB","ABC transporter"
1924,"slr1183","hypothetical protein"
1927,"slr1186","hypothetical protein"
1927,"slr1187","hypothetical protein"
1927,"im30","chloroplast membrane-associated 30 kD protein"
1937,"rfbF","alpha-D-glucose-1-phosphatecytidylyltransferase"
1937,"slr0588","hypothetical protein"
1940,"sll0576","putative sugar-nucleotide epimerase/dehydratase"
1940,"rfbB","ATP-binding protein"
1942,"slr0591","hypothetical protein"
1942,"arcC","carbamate kinase"
1951,"purH","inosine monophosphate cyclohydrolase"
1951,"sll0565","hypothetical protein"
1953,"rfbC","dTDP-6-deoxy-L-mannose-dehydrogenase"
1953,"slr0598","hypothetical protein"
1953,"slr0599","serine/threonine kinase"
1955,"slr0600","hypothetical protein"
1955,"slr0601","hypothetical protein"
1971,"slr1614","hypothetical protein"
1971,"rfbE","perosamine synthetase"
1971,"slr1616","carbamoyl phosphate synthase-like-protein"
1971,"slr1617","hypothetical protein"
1971,"slr1618","hypothetical protein"
1973,"slr1062","hypothetical protein"
1973,"slr1063","hypothetical protein"
1976,"slr1065","hypothetical protein"
1976,"slr1066","hypothetical protein"
1978,"slr1068","hypothetical protein"
1978,"slr1069","hypothetical protein"
1979,"slr1070","hypothetical protein"
1979,"slr1071","hypothetical protein"
1980,"yefA","GDP-D-mannose dehydratase"
1980,"slr1073","hypothetical protein"
1982,"slr1075","transposase"
1982,"slr1076","hypothetical protein"
1983,"slr1077","hypothetical protein"
1983,"ssr1765","hypothetical protein"
1984,"ssr1766","hypothetical protein"
1984,"galE","UDP-glucose-4-epimerase"
1986,"ssr1768","hypothetical protein"
1986,"slr1081","hypothetical protein"
1988,"slr1083","hypothetical protein"
1988,"slr1084","hypothetical protein"
1991,"slr1087","hypothetical protein"
1991,"sll1025","hypothetical protein"
1993,"sll1024","hypothetical protein"
1993,"sucC","succinate--CoA ligase"
1994,"sll1022","hypothetical protein"
1994,"sll1021","hypothetical protein"
1995,"sll1020","hypothetical protein"
1995,"obgE","GTP-binding protein"
2006,"exbB","biopolymer transport ExbB protein"
2006,"slr0678","hypothetical protein"
2007,"fmu/fmv","Fmu and Fmv protein"
2007,"slr0680","hypothetical protein"
2009,"hisD","histidinol dehydrogenase"
2009,"sll0651","transposase"
2010,"sll0650","transposase"
2010,"sll0649","OmpR subfamily protein Rre3"
2012,"fecB","iron(III) dicitrate-binding periplasmic protein"
2012,"sll0647","hypothetical protein"
2012,"cyaA","adenylate cyclase"
2017,"pleD","two-component response regulator Rre4"
2017,"sll0641","hypothetical protein"
2020,"slr0688","hypothetical protein"
2020,"ssr1155","hypothetical protein"
2026,"slr1493","hypothetical protein"
2026,"btpA","Photosystem I biogenesis protein"
2030,"slr1591","hypothetical protein"
2030,"slr1592","hypothetical protein"
2055,"ssr2699","transposase"
2055,"vapC","virulence associated protein C"
2057,"ssl2920","hypothetical protein"
2057,"sll1505","hypothetical protein"
2059,"sll1503","hypothetical protein"
2059,"gltB","ferredoxin-dependent glutamate synthase"
2064,"ssl2733","hypothetical protein"
2064,"cbiA","cobyrinic acid a,c-diamide synthase"
2064,"sll1500","hypothetical protein"
2067,"slr1041","PatA subfamily protein PilG/TaxP3/Rre6"
2067,"slr1042","CheY subfamily protein PilH/TaxY3/Rre7"
2069,"mcpA","methyl-accepting chemotaxis protein"
2069,"slr1045","hypothetical protein"
2075,"rps32","50S ribosomal protein L32"
2075,"slr1050","hypothetical protein"
2076,"slr1495","hypothetical protein"
2076,"envM","enoyl-(acyl carrier protein) reductase"
2086,"ssl1923","hypothetical protein"
2086,"ssl1922","transposase"
2087,"ssl1920","transposase"
2087,"ycf22","hypothetical protein"
2088,"sll1397","transposase"
2088,"sll1001","ABC transporter"
2095,"sll1396","hypothetical protein"
2095,"slr1760","regulatory component of sensory transduction system Rre8"
2102,"gad","glutamate decarboxylase"
2102,"ssr2962","hypothetical protein"
2102,"slr1767","hypothetical protein"
2103,"hypD","hydrogenase expression/formation protein HypD"
2103,"sll1640","hypothetical protein"
2111,"psbK","photosystem II PsbK protein"
2111,"sll1752","hypothetical protein"
2114,"slr1846","hypothetical protein"
2114,"slr1847","hypothetical protein"
2118,"sll1751","hypothetical protein"
2118,"ureC","urease alpha subunit"
2122,"ssr3129","hypothetical protein"
2122,"sll1946","hypothetical protein"
2127,"ycf48","hypothetical protein"
2127,"psbE","cytochrome b559 a subunit"
2127,"psbF","cytochrome b559 b subunit"
2127,"psbL","photosystem II PsbL protein"
2132,"slr2036","transposase"
2132,"slr2037","hypothetical protein"
2133,"slr2038","hypothetical protein"
2133,"sll1942","hypothetical protein"
2134,"gyrA","DNA gyrase subunit A"
2134,"divK","cell division response regulator DivK/Rre42"
2135,"slr2042","hypothetical protein"
2135,"sll1940","hypothetical protein"
2139,"fur","ferric uptake regulation protein"
2139,"zntC","zinc transport system substrate-binding protein"
2139,"slr2044","ABC transporter"
2146,"slr2049","hypothetical protein"
2146,"cpcG1","phycobilisome rod-core linker polypeptide CpcG1"
2156,"comE","comE ORF3"
2156,"slr1906","hypothetical protein"
2159,"slr1909","NarL subfamily protein Rre9"
2159,"amiA","N-acetylmuramoyl-L-alanine amidase"
2162,"slr1912","anti-sigma F factor antagonist"
2162,"slr1913","hypothetical protein"
2170,"slr1918","hypothetical protein"
2170,"ftsI","penicillin-binding protein"
2178,"slr1019","hypothetical protein"
2178,"sll0997","hypothetical protein"
2183,"sll0995","hypothetical protein"
2183,"sll0994","hypothetical protein"
2185,"argD","N-acetylornithine aminotransferase"
2185,"slr1023","hypothetical protein"
2185,"slr1024","hypothetical protein"
2189,"sll0990","glutathione-dependent formaldehyde dehydrogenase"
2189,"slr1028","integrin alpha subunit protein"
2193,"tyrS","tyrosyl tRNA synthetase"
2193,"slr1032","hypothetical protein"
2198,"sll0986","transposase"
2198,"sll0985","hypothetical protein"
2202,"sll0982","hypothetical protein"
2202,"sll0981","hypothetical protein"
2204,"slr1039","hypothetical protein"
2204,"slr1376","hypothetical protein"
2204,"lepB","leader peptidase I"
2205,"slr1378","hypothetical protein"
2205,"cydA","cytochrome oxidase d subunit I"
2205,"cydB","cytochrome oxidase d subunit II"
2207,"trmB","tRNA (guanine-N(7)-)-methyltransferase"
2207,"ackA","acetate kinase"
2209,"ssr2315","hypothetical protein"
2209,"slr1383","hypothetical protein"
2209,"ssr2317","hypothetical protein"
2212,"ssr2318","hypothetical protein"
2212,"pobA","phenoxybenzoate dioxygenase"
2216,"pilJ","methyl-accepting chemotaxis protein"
2216,"sll1293","hypothetical protein"
2221,"sll1289","hypothetical protein"
2221,"ftsH","cell division protein FtsH"
2222,"slr1391","hypothetical protein"
2222,"ssr2333","hypothetical protein"
2234,"sll1060","hypothetical protein"
2234,"cofG","7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1"
2234,"sll1284","serine esterase"
2240,"gumB","GumB protein"
2240,"ssr2843","hypothetical protein"
2241,"slr1702","hypothetical protein"
2241,"serS","seryl-tRNA synthetase"
2243,"cpcD","phycocyanin associated linker protein"
2243,"cpcC","phycocyanin associated linker protein"
2248,"slr1704","hypothetical protein"
2248,"sll1575","serine/threonine protein kinase"
2265,"sll1925","hypothetical protein"
2265,"mrpC","monovalent cation/H+ antiporter subunit C"
2267,"mrpC","hypothetical protein"
2267,"ndhD6","monovalent cation/H+ antiporter subunit D"
2268,"hofD","type 4 prepilin peptidase"
2268,"slr2010","hypothetical protein"
2268,"ssr3409","hypothetical protein"
2268,"ssr3410","hypothetical protein"
2268,"slr2011","hypothetical protein"
2271,"sll1924","hypothetical protein"
2271,"slr2015","hypothetical protein"
2271,"slr2016","hypothetical protein"
2276,"sll1921","hypothetical protein"
2276,"sll1920","cation-transporting ATPase E1-E2 ATPase"
2280,"slr2025","hypothetical protein"
2280,"hemN","oxygen-independent coprophorphyrinogen III oxidase"
2280,"nadD","hypothetical protein"
2281,"sll1915","hypothetical protein"
2281,"folP","dihydropteroate pyrophosphorylase"
2282,"slr2027","hypothetical protein"
2282,"sll1913","hypothetical protein"
2283,"trx","thioredoxin M"
2283,"sll1912","hypothetical protein"
2315,"slr1150","hypothetical protein"
2315,"sll1072","hypothetical protein"
2320,"acpP","acyl carrier protein"
2320,"sll1068","hypothetical protein"
2324,"sll1825","aklaviketone reductase"
2324,"rpl25","50S ribosomal protein L25"
2327,"rpl31","50S ribosomal protein L31"
2327,"rps9","30S ribosomal protein S9"
2328,"rpl13","50S ribosomal protein L13"
2328,"truA","tRNA pseudouridine synthase A"
2330,"rpoA","DNA-directed RNA polymerase subunit alpha"
2330,"rps11","30S ribosomal protein S11"
2336,"rpl15","50S ribosomal protein L15"
2336,"rps5","30S ribosomal protein S5"
2336,"rpl18","50S ribosomal protein L18"
2339,"rpl5","50S ribosomal protein L5"
2339,"rpl24","50S ribosomal protein L24"
2339,"rpl14","50S ribosomal protein L14"
2339,"rps17","30S ribosomal protein S17"
2339,"rpl29","50S ribosomal protein L29"
2339,"rpl16","50S ribosomal protein L16"
2339,"rps3","30S ribosomal protein S3"
2339,"rpl22","50S ribosomal protein L22"
2339,"rps19","30S ribosomal protein S19"
2342,"gmk","guanylate kinase"
2342,"rpl4","50S ribosomal protein L4"
2348,"petJ","cytochrome c553"
2348,"srrA","periplasmic sugar-binding protein of ABC transporter"
2350,"argB","N-acetylglutamate kinase"
2350,"ureF","urease accessory protein F"
2353,"slr1901","ABC transporter"
2353,"slr1902","transposase"
2354,"slr1903","transposase"
2354,"sll1792","transposase"
2360,"rps20","30S ribosomal protein S20"
2360,"sll1124","sensory transduction histidine kinase PlpA/Hik3"
2366,"sll1052","hypothetical protein"
2366,"slr1195","hypothetical protein"
2366,"slr1196","hypothetical protein"
2382,"ssr2016","hypothetical protein"
2382,"slr1208","short-chain alcohol dehydrogenase family"
2382,"slr1209","hypothetical protein"
2382,"slr1210","hypothetical protein"
2383,"cobN","cobalt-chelatase subunit CobN"
2383,"ETR1","ethylene response sensor protein"
2392,"slr2071","hypothetical protein"
2392,"sll1969","hypothetical protein"
2430,"psaB","photosystem I P700 chlorophyll a apoprotein A2"
2430,"sll1726","hypothetical protein"
2431,"sll1725","ABC transporter"
2431,"icsA","LPS glycosyltransferase"
2431,"sll1723","hypothetical protein"
2446,"sll1716","transposase"
2446,"sll1715","hypothetical protein"
2447,"sll1714","hypothetical protein"
2447,"hisC","histidinol-phosphate aminotransferase"
2458,"bhy","b-carotene hydroxylase"
2458,"ssr2595","high light inducible protein"
2460,"rpoE","RNA polymerase sigma-E factor"
2460,"slr1546","hypothetical protein"
2462,"lepB","leader peptidase I"
2462,"sll1466","hypothetical protein"
2465,"ftsH","cell division protein FtsH"
2465,"hypE","hydrogenase expression/formation protein HypE"
